TestID,SN,Time,Result,,,,测试项目,清除配对，退出配对模式,只读FW,进入工程模式,只读BDA,只读SN_BCCode,检测USB类型TypeA,+关闭工程模式,2 s,,,,单位,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,数值下限,N/A,N/A,N/A,N/A,N/A,Type-A,N/A,N/A,,,,数值上限,N/A,N/A,N/A,N/A,N/A,Type-A,N/A,N/A,
1,TE_BZP_EN_TEST_0000000025,08: 29: 34,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000026,08: 29: 34,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000027,08: 29: 48,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000028,08: 29: 48,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000029,08: 30: 02,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000030,08: 30: 02,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000032,08: 30: 16,True,True,36860693,110:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000031,08: 30: 16,True,True,36860693,101:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000034,08: 30: 30,True,True,36860693,110:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000033,08: 30: 30,True,True,36860693,101:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000036,08: 30: 44,True,True,36860693,110:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000035,08: 30: 44,True,True,36860693,101:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000038,08: 30: 58,True,True,36860693,110:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000037,08: 30: 58,True,True,36860693,101:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000039,08: 31: 12,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000040,08: 31: 12,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000042,08: 31: 26,True,True,36860693,110:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000041,08: 31: 26,True,True,36860693,101:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000043,08: 31: 40,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000044,08: 31: 40,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000046,08: 31: 54,True,True,36860693,110:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000045,08: 31: 54,True,True,36860693,101:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000047,08: 32: 08,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000048,08: 32: 08,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000049,08: 32: 22,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000050,08: 32: 22,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000051,08: 32: 36,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000052,08: 32: 36,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000053,08: 32: 51,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000054,08: 32: 51,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000055,08: 33: 05,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000056,08: 33: 05,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000058,08: 33: 19,True,True,36860693,110:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000057,08: 33: 19,True,True,36860693,101:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000059,08: 33: 33,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000060,08: 33: 33,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000061,08: 33: 47,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000062,08: 33: 47,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000064,08: 34: 01,True,True,36860693,110:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000063,08: 34: 01,True,True,36860693,101:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000065,08: 34: 14,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000066,08: 34: 15,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000068,08: 34: 28,True,True,36860693,110:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000067,08: 34: 28,True,True,36860693,101:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000069,08: 34: 42,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000070,08: 34: 42,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000071,08: 34: 56,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000072,08: 34: 56,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000073,08: 35: 10,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000074,08: 35: 10,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000075,08: 35: 24,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000076,08: 35: 24,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000078,08: 35: 38,True,True,36860693,110:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000077,08: 35: 38,True,True,36860693,101:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000079,08: 35: 52,True,True,36860693,101:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000080,08: 35: 52,True,True,36860693,110:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
2,TE_BZP_EN_TEST_0000000082,08: 36: 06,True,True,36860693,110:1,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
1,TE_BZP_EN_TEST_0000000081,08: 36: 06,True,True,36860693,101:2,F4B6883345F0,S/NAG8D19B/C932XX2,Type-A,True,True,
